seqname,tax_id
BCM93835.1,Abditibacteriota_bacterium_IAD-21
UOB18382.1,Abyssalbus_ytuae
UOB18383.1,Abyssalbus_ytuae
UOB16797.1,Abyssalbus_ytuae
QFZ95587.1,Acanthobrahmaea_europaea
AAA87227.1,Acanthocheilonema_viteae
AAB68959.1,Acanthocheilonema_viteae
AAC47022.1,Acanthocheilonema_viteae
ABK42000.1,Acanthocheilonema_viteae
ABK42001.1,Acanthocheilonema_viteae
ABT16914.1,Acanthocystis_turfacea_chlorella_virus_1
AGE50320.1,Acanthocystis_turfacea_Chlorella_virus_Canal-1
AGE56121.1,Acanthocystis_turfacea_Chlorella_virus_MO0605SPH
AGE56798.1,Acanthocystis_turfacea_Chlorella_virus_NE-JV-2
AGE57832.1,Acanthocystis_turfacea_Chlorella_virus_NTS-1
AGE60242.1,Acanthocystis_turfacea_Chlorella_virus_WI0606
BAU16295.1,Acanthopagrus_schlegelii
AEV69754.1,Acetivibrio_clariflavus_DSM_19732
AEV70354.1,Acetivibrio_clariflavus_DSM_19732
AEV67249.1,Acetivibrio_clariflavus_DSM_19732
AEV70157.1,Acetivibrio_clariflavus_DSM_19732
AEV70123.1,Acetivibrio_clariflavus_DSM_19732
AUG58078.1,Acetivibrio_saccincola_GGR1
AUG58401.1,Acetivibrio_saccincola_GGR1
AUG58279.1,Acetivibrio_saccincola_GGR1
AUG58934.1,Acetivibrio_saccincola_GGR1
AUG58614.1,Acetivibrio_saccincola_GGR1
ALX08974.1,Acetivibrio_thermocellus_AD2
ALX09487.1,Acetivibrio_thermocellus_AD2
ALX07447.1,Acetivibrio_thermocellus_AD2
ALX09397.1,Acetivibrio_thermocellus_AD2
CAA93150.1,Acetivibrio_thermocellus_ATCC_27405
ABN52837.1,Acetivibrio_thermocellus_ATCC_27405
UWV46420.1,Acetivibrio_thermocellus_M3
AIG55989.1,Achlya_hypogyna_ATCC_48635
AIG56062.1,Achlya_hypogyna_ATCC_48635
AIG56507.1,Achlya_hypogyna_ATCC_48635
AIG56034.1,Achlya_hypogyna_ATCC_48635
AIG55900.1,Achlya_hypogyna_ATCC_48635
VEU83132.1,Acholeplasma_hippikon_NCTC10172
SQH57468.1,Acholeplasma_laidlawii_NCTC10116
ABX81877.1,Acholeplasma_laidlawii_PG-8A
CDR30187.1,Acholeplasma_oculi
ADB47041.1,Acidaminococcus_fermentans_DSM_20731
UWN54710.1,Acidaminococcus_intestini_D21
AEQ23268.1,Acidaminococcus_intestini_RyC-MR95
CAA7599619.1,Acididesulfobacillus_acetoxydans
