BCM91630.1	CE4; Bacteria; Abditibacteriota bacterium IAD-21
BCM92290.1	CE4; Bacteria; Abditibacteriota bacterium IAD-21
BCM93835.1	CE4; Bacteria; Abditibacteriota bacterium IAD-21
QKH47281.1	CE4; Bacteria; Abiotrophia defectiva FDAARGOS_785
QKH47844.1	CE4; Bacteria; Abiotrophia defectiva FDAARGOS_785
BBK21230.1	CE4; Bacteria; Absiella argi JCM 30884
BBK23836.1	CE4; Bacteria; Absiella argi JCM 30884
UOB19018.1	CE4; Bacteria; Abyssalbus ytuae
BDM78275.1	CE4; Bacteria; Acaryochloris marina MBIC10699
BDM79406.1	CE4; Bacteria; Acaryochloris marina MBIC10699
ABW30618.1	CE4; Bacteria; Acaryochloris marina MBIC11017
ABW32667.1	CE4; Bacteria; Acaryochloris marina MBIC11017
ABW29356.1	CE4; Bacteria; Acaryochloris marina MBIC11017
QUY46000.1	CE4; Bacteria; Acaryochloris marina S15
QUY43650.1	CE4; Bacteria; Acaryochloris marina S15
QUY44596.1	CE4; Bacteria; Acaryochloris marina S15
UJB69368.1	CE4; Bacteria; Acaryochloris sp. Moss Beach
UJB68443.1	CE4; Bacteria; Acaryochloris sp. Moss Beach
UJB72663.1	CE4; Bacteria; Acaryochloris sp. Moss Beach
UJB73127.1	CE4; Bacteria; Acaryochloris sp. Moss Beach
AEV69149.1	CE4; Bacteria; Acetivibrio clariflavus DSM 19732
AEV68079.1	CE4; Bacteria; Acetivibrio clariflavus DSM 19732
AEV70590.1	CE4; Bacteria; Acetivibrio clariflavus DSM 19732
AEV69860.1	CE4; Bacteria; Acetivibrio clariflavus DSM 19732
AUG57418.1	CE4; Bacteria; Acetivibrio saccincola GGR1
AUG57340.1	CE4; Bacteria; Acetivibrio saccincola GGR1
AUG57338.1	CE4; Bacteria; Acetivibrio saccincola GGR1
AUG59104.1	CE4; Bacteria; Acetivibrio saccincola GGR1
AUG58479.1	CE4; Bacteria; Acetivibrio saccincola GGR1
ALX08688.1	CE4; Bacteria; Acetivibrio thermocellus AD2
ALX08146.1	CE4; Bacteria; Acetivibrio thermocellus AD2
ALX07533.1	CE4; Bacteria; Acetivibrio thermocellus AD2
ABN54169.1	CE4; Bacteria; Acetivibrio thermocellus ATCC 27405
ABN51793.1	CE4; Bacteria; Acetivibrio thermocellus ATCC 27405
ABN52306.1	CE4; Bacteria; Acetivibrio thermocellus ATCC 27405
ADU74737.1	CE4; Bacteria; Acetivibrio thermocellus DSM 1313
ADU74203.1	CE4; Bacteria; Acetivibrio thermocellus DSM 1313
ADU73606.1	CE4; Bacteria; Acetivibrio thermocellus DSM 1313
ANV75273.1	CE4; Bacteria; Acetivibrio thermocellus DSM 2360 LQRI
ANV76440.1	CE4; Bacteria; Acetivibrio thermocellus DSM 2360 LQRI
ANV75893.1	CE4; Bacteria; Acetivibrio thermocellus DSM 2360 LQRI
AAC04579.1	CE4; Bacteria; Acetivibrio thermocellus F1 / YS
